,First_pokemon,Second_pokemon,Winner,win_class
94367,Mega Lucario,Bonsly,Mega Lucario,Physical
94368,Kabutops,Primal Groudon,Primal Groudon,Physical
94369,Walrein,Jigglypuff,Walrein,Special
94370,Steenee,Passimian,Passimian,Physical
94371,Blipbug,Reshiram,Reshiram,Physical
94372,Celesteela,Foongus,Celesteela,Physical
94373,Cacturne,Dialga,Cacturne,Physical
94374,Magcargo,Natu,Magcargo,Physical
94375,Hatterene,Barbaracle,Hatterene,Special
94376,Honchkrow,Anorith,Honchkrow,Physical
94377,Rayquaza,Skrelp,Rayquaza,Physical
94378,Miltank,Solosis,Miltank,Physical
94379,Gothorita,Primarina,Primarina,Physical
94380,Swablu,Cosmog,Swablu,Physical
94381,Teddiursa,Vanillite,Teddiursa,Physical
94382,Buneary,Poliwhirl,Poliwhirl,Physical
94383,Leafeon,Lillipup,Leafeon,Physical
94384,Rufflet,Emboar,Emboar,Physical
94385,Alolan Dugtrio,Mega Gardevoir,Mega Gardevoir,Special
94386,Zoroark,Skiploom,Zoroark,Physical
94387,Pineco,Sentret,Pineco,Physical
94388,Glastrier,Corviknight,Glastrier,Special
94389,Hitmonlee,Oddish,Hitmonlee,Physical
94390,Dewgong,Trumbeak,Trumbeak,Physical
94391,Raikou,Drapion,Raikou,Physical
94392,Beautifly,Ducklett,Beautifly,Special
94393,Vanilluxe,Frosmoth,Vanilluxe,Physical
94394,Kecleon,Wobbuffet,Kecleon,Physical
94395,Bisharp,Mega Aerodactyl,Mega Aerodactyl,Physical
94396,Nidoqueen,Monferno,Monferno,Physical
94397,Feraligatr,Furfrou,Feraligatr,Physical
94398,Mega Metagross,Clamperl,Mega Metagross,Physical
94399,Mega Salamence,Tentacool,Mega Salamence,Physical
94400,Kricketot,Goodra,Goodra,Physical
94401,Black Kyurem,Palossand,Black Kyurem,Special
94402,Dustox,Lilligant,Dustox,Special
94403,Tangrowth,Pinsir,Pinsir,Physical
94404,Diggersby,Drilbur,Diggersby,Physical
94405,Skorupi,Charmeleon,Charmeleon,Physical
94406,Litwick,Xatu,Xatu,Special
94407,Sunflora,Indeedee Female,Indeedee Female,Special
94408,Archen,Cinderace,Archen,Special
94409,Cufant,Kakuna,Cufant,Physical
94410,Torterra,Regigigas,Torterra,Physical
94411,Meowstic Female,Skiploom,Meowstic Female,Special
94412,Gumshoos,Dreepy,Gumshoos,Physical
94413,Groudon,Altaria,Groudon,Physical
94414,Monferno,Mega Lopunny,Mega Lopunny,Physical
94415,Sylveon,Granbull,Granbull,Physical
94416,Cherrim,Quilladin,Quilladin,Physical
94417,Espeon,Pichu,Espeon,Physical
94418,Sudowoodo,Chandelure,Sudowoodo,Physical
94419,Quilladin,Glalie,Quilladin,Physical
94420,Sealeo,Unfezant,Sealeo,Physical
94421,Frost Rotom,Poliwhirl,Poliwhirl,Special
94422,Mew,Rowlet,Mew,Special
94423,Scolipede,Hoppip,Scolipede,Physical
94424,Hattrem,Rhydon,Rhydon,Physical
94425,Anorith,Primal Groudon,Primal Groudon,Physical
94426,Bisharp,Simisear,Simisear,Physical
94427,Turtwig,Pidgeot,Pidgeot,Special
94428,Absol,Dartrix,Dartrix,Physical
94429,Ponyta,Hitmonchan,Ponyta,Physical
94430,Persian,Mega Absol,Persian,Physical
94431,Salamence,Incineroar,Incineroar,Physical
94432,Chinchou,Kubfu,Kubfu,Physical
94433,Alolan Meowth,Oddish,Alolan Meowth,Special
94434,Meganium,Dragapult,Dragapult,Special
94435,Mega Metagross,Rotom,Mega Metagross,Physical
94436,Axew,Unfezant,Unfezant,Physical
94437,Phione,Dwebble,Dwebble,Physical
94438,Kecleon,Skuntank,Skuntank,Physical
94439,Corviknight,Larvitar,Corviknight,Special
94440,Nidorina,Phanpy,Nidorina,Physical
94441,Vaporeon,Terrakion,Vaporeon,Special
94442,Rufflet,Cacnea,Rufflet,Physical
94443,Kingdra,Eevee,Kingdra,Physical
94444,Manectric,Mega Mawile,Mega Mawile,Special
94445,Nihilego,Golem,Golem,Physical
94446,Pineco,Mega Ampharos,Mega Ampharos,Special
94447,Kyogre,Slaking,Kyogre,Physical
94448,Luxio,Natu,Luxio,Special
94449,Charizard,Frillish,Frillish,Special
94450,Skorupi,Nuzleaf,Nuzleaf,Physical
94451,Comfey,Seaking,Seaking,Physical
94452,Dwebble,Passimian,Passimian,Physical
94453,Greninja,Charmeleon,Greninja,Special
94454,Vikavolt,Magneton,Vikavolt,Special
94455,Araquanid,Golem,Golem,Physical
94456,Camerupt,Sliggoo,Sliggoo,Special
94457,Herdier,Mega Blaziken,Mega Blaziken,Special
94458,Horsea,Regirock,Regirock,Physical
94459,Mega Steelix,Mantine,Mega Steelix,Physical
94460,Alolan Exeggutor,Tsareena,Alolan Exeggutor,Physical
94461,Weezing,Tapu Bulu,Weezing,Physical
94462,Hoothoot,Hoppip,Hoothoot,Physical
94463,Bellsprout,Loudred,Loudred,Special
94464,Chimecho,Salandit,Salandit,Physical
94465,Ivysaur,Archeops,Archeops,Physical
94466,Growlithe,Arctovish,Arctovish,Special
94467,Dusclops,Loudred,Loudred,Physical
94468,Drizzile,Reshiram,Reshiram,Physical
94469,Shiftry,Braviary,Braviary,Physical
94470,Victreebel,Bellsprout,Bellsprout,Physical
94471,Amoonguss,Espurr,Espurr,Special
94472,Alolan Geodude,Goldeen,Alolan Geodude,Physical
94473,Lillipup,Eelektross,Eelektross,Physical
94474,Snom,Linoone,Snom,Physical
94475,Linoone,Pikipek,Linoone,Physical
94476,Steelix,Slaking,Slaking,Physical
94477,Drakloak,Oranguru,Drakloak,Special
94478,Exploud,Litwick,Exploud,Physical
94479,Skiddo,Audino,Skiddo,Physical
94480,Cryogonal,Cramorant,Cryogonal,Physical
94481,Fletchling,Garbodor,Garbodor,Special
94482,Meowstic Male,Sewaddle,Meowstic Male,Special
94483,Honchkrow,Litwick,Honchkrow,Physical
94484,Pidgeotto,Cyndaquil,Pidgeotto,Physical
94485,Kirlia,Coalossal,Coalossal,Special
94486,Electrike,Palkia,Electrike,Special
94487,Shroomish,Staryu,Shroomish,Physical
94488,Duskull,Aggron,Aggron,Physical
94489,Drizzile,Kubfu,Drizzile,Special
94490,Sinistea,Zebstrika,Zebstrika,Special
94491,Eelektross,Chewtle,Eelektross,Physical
94492,Walrein,Drednaw,Drednaw,Physical
94493,Combusken,Mega Pinsir,Mega Pinsir,Physical
94494,Krabby,Gastrodon,Gastrodon,Physical
94495,Corvisquire,Goodra,Goodra,Physical
94496,Muk,Piloswine,Muk,Special
94497,Sandshrew,Espurr,Sandshrew,Physical
94498,Noibat,Jynx,Jynx,Special
94499,Ultra Necrozma,Simipour,Ultra Necrozma,Special
94500,Comfey,Cradily,Cradily,Special
94501,Krabby,Mega Camerupt,Mega Camerupt,Physical
94502,Mega Blastoise,Nickit,Mega Blastoise,Special
94503,Mega Manectric,Pignite,Pignite,Physical
94504,Crabrawler,Drowzee,Crabrawler,Physical
94505,Ducklett,Alolan Raichu,Alolan Raichu,Special
94506,Kangaskhan,Pichu,Kangaskhan,Physical
94507,Nidorina,Kricketune,Nidorina,Physical
94508,Zubat,Minun,Minun,Physical
94509,Budew,Naganadel,Naganadel,Physical
94510,Braixen,Seaking,Seaking,Physical
94511,Alolan Meowth,Victreebel,Victreebel,Physical
94512,Hoppip,Diancie,Diancie,Special
94513,Black Kyurem,Chinchou,Black Kyurem,Physical
94514,Pachirisu,Shinx,Shinx,Physical
94515,Servine,Gorebyss,Gorebyss,Special
94516,Mow Rotom,Galvantula,Galvantula,Special
94517,Jumpluff,Liepard,Liepard,Physical
94518,Staravia,Illumise,Illumise,Physical
94519,Emboar,Electrode,Electrode,Special
94520,Croagunk,Litten,Croagunk,Physical
94521,Pignite,Squirtle,Squirtle,Physical
94522,Heracross,Woobat,Heracross,Physical
94523,Stufful,Gogoat,Gogoat,Physical
94524,Ninjask,Mega Venusaur,Mega Venusaur,Physical
94525,Psyduck,Slowking,Psyduck,Special
94526,Rolycoly,Castform,Rolycoly,Physical
94527,Heracross,Aron,Heracross,Physical
94528,Ferrothorn,Mega Pidgeot,Ferrothorn,Physical
94529,Dedenne,Darumaka,Dedenne,Physical
94530,Fan Rotom,Slakoth,Slakoth,Physical
94531,Piloswine,Loudred,Piloswine,Physical
94532,Elgyem,Mega Tyranitar,Elgyem,Special
94533,Deino,Phanpy,Phanpy,Physical
94534,Morgrem,Sunflora,Sunflora,Physical
94535,Seedot,Electabuzz,Electabuzz,Physical
94536,Gothita,Charmander,Charmander,Physical
94537,Salandit,Swadloon,Salandit,Physical
94538,Grubbin,Mega Heracross,Mega Heracross,Special
94539,Braviary,Misdreavus,Braviary,Physical
94540,Snubbull,Piplup,Snubbull,Physical
94541,Buzzwole,Weedle,Buzzwole,Physical
94542,Claydol,Lurantis,Lurantis,Physical
94543,Torracat,Hydreigon,Hydreigon,Physical
94544,Entei,Cramorant,Entei,Physical
94545,Steelix,Uxie,Steelix,Special
94546,Glaceon,Pyukumuku,Glaceon,Physical
94547,Solrock,Hippowdon,Hippowdon,Physical
94548,Magearna,Typhlosion,Typhlosion,Physical
94549,Marshtomp,Lapras,Lapras,Special
94550,Lampent,Oranguru,Oranguru,Physical
94551,Anorith,Heatmor,Heatmor,Physical
94552,Snover,Galvantula,Snover,Special
94553,Magmar,Machop,Machop,Physical
94554,Trevenant,Mega Camerupt,Trevenant,Physical
94555,Gengar,Pancham,Gengar,Physical
94556,Golbat,Grovyle,Golbat,Physical
94557,Sharpedo,Togetic,Togetic,Special
94558,Mega Scizor,Cherubi,Mega Scizor,Physical
94559,Ninetales,Houndoom,Ninetales,Physical
94560,Koffing,Snom,Koffing,Special
94561,Dragonite,Heliolisk,Dragonite,Physical
94562,Hattrem,Aipom,Aipom,Physical
94563,Duosion,Kubfu,Duosion,Physical
94564,Rufflet,Ludicolo,Rufflet,Physical
94565,Chandelure,Azumarill,Azumarill,Physical
94566,Klink,Milcery,Klink,Physical
94567,Dewgong,Gogoat,Gogoat,Physical
94568,Gastrodon,Petilil,Gastrodon,Physical
94569,Wash Rotom,Raticate,Raticate,Physical
94570,Zeraora,Kabutops,Zeraora,Physical
94571,Mega Gallade,Corsola,Mega Gallade,Physical
94572,Lickilicky,Slurpuff,Lickilicky,Physical
94573,Beedrill,Spinarak,Beedrill,Physical
94574,Forretress,Klang,Klang,Special
94575,Carnivine,Wigglytuff,Carnivine,Special
94576,Espeon,Heracross,Espeon,Physical
94577,Gothita,Marill,Marill,Physical
94578,Pawniard,Seaking,Seaking,Special
94579,Primal Groudon,Mega Lucario,Mega Lucario,Physical
94580,Cramorant,Dunsparce,Dunsparce,Physical
94581,Feebas,Ivysaur,Ivysaur,Physical
94582,Phione,Carbink,Phione,Special
94583,Vikavolt,Alolan Diglett,Vikavolt,Special
94584,Snorlax,Donphan,Snorlax,Physical
94585,Simipour,Electabuzz,Electabuzz,Physical
94586,Machop,Azurill,Machop,Physical
94587,Vileplume,Gabite,Vileplume,Physical
94588,Aipom,Cufant,Aipom,Physical
94589,Furret,Lickitung,Furret,Physical
94590,Dubwool,Monferno,Dubwool,Physical
94591,Morgrem,Hariyama,Hariyama,Physical
94592,Electabuzz,Magikarp,Electabuzz,Special
94593,Zorua,Delphox,Delphox,Special
94594,Mega Blaziken,Vespiquen,Mega Blaziken,Physical
94595,Dugtrio,Dragapult,Dragapult,Physical
94596,Houndour,Magmar,Magmar,Physical
94597,Loudred,Mightyena,Mightyena,Physical
94598,Guzzlord,Zubat,Guzzlord,Physical
94599,Mega Aggron,Electrode,Mega Aggron,Special
94600,Nidoqueen,Victini,Nidoqueen,Physical
94601,Dragapult,Regieleki,Dragapult,Physical
94602,Sunkern,Torracat,Torracat,Physical
94603,Wobbuffet,Nidorino,Nidorino,Physical
94604,Impidimp,Metapod,Impidimp,Physical
94605,Pyukumuku,Chinchou,Chinchou,Special
94606,Cinderace,Cranidos,Cranidos,Physical
94607,Chimecho,Crobat,Crobat,Physical
94608,Donphan,Celesteela,Celesteela,Physical
94609,Sawk,Stantler,Stantler,Special
94610,Pelipper,Shieldon,Shieldon,Physical
94611,Azelf,Shelmet,Azelf,Special
94612,Goomy,Mega Mawile,Goomy,Physical
94613,Obstagoon,Purrloin,Obstagoon,Physical
94614,Primal Groudon,Mega Salamence,Mega Salamence,Physical
94615,Alolan Persian,Haxorus,Alolan Persian,Special
94616,Fraxure,Unfezant,Unfezant,Physical
94617,Aipom,Foongus,Aipom,Physical
94618,Spinarak,Terrakion,Spinarak,Special
94619,Weedle,Mega Latios,Mega Latios,Physical
94620,Spoink,Mareep,Mareep,Physical
94621,Glastrier,Skwovet,Glastrier,Physical
94622,Magby,Applin,Magby,Special
94623,Empoleon,Lunatone,Empoleon,Special
94624,Beartic,Krokorok,Krokorok,Physical
94625,Drapion,Shiinotic,Shiinotic,Special
94626,Vikavolt,Luvdisc,Vikavolt,Special
94627,Kyurem,Claydol,Kyurem,Physical
94628,Grumpig,Swinub,Grumpig,Special
94629,Slaking,Volbeat,Slaking,Physical
94630,Simipour,Torracat,Simipour,Physical
94631,Stantler,Aromatisse,Aromatisse,Special
94632,Latias,Lampent,Latias,Special
94633,Lunala,Maractus,Lunala,Special
94634,Conkeldurr,Xurkitree,Conkeldurr,Physical
94635,Fletchling,Delphox,Delphox,Special
94636,Diggersby,Spritzee,Diggersby,Physical
94637,Houndour,Mega Venusaur,Mega Venusaur,Special
94638,Simipour,Venomoth,Simipour,Physical
94639,Nickit,Alolan Raichu,Alolan Raichu,Special
94640,Psyduck,Kirlia,Psyduck,Special
94641,Mow Rotom,Gurdurr,Gurdurr,Physical
94642,Luxray,Pangoro,Pangoro,Physical
94643,Cinccino,Cofagrigus,Cinccino,Physical
94644,Fletchinder,Lurantis,Fletchinder,Special
94645,Exeggcute,Meltan,Meltan,Special
94646,Gigalith,Moltres,Gigalith,Physical
94647,Magby,Mega Gengar,Mega Gengar,Physical
94648,Mow Rotom,Slakoth,Slakoth,Physical
94649,Jumpluff,Quagsire,Quagsire,Special
94650,Vulpix,Absol,Absol,Physical
94651,Skitty,Gossifleur,Skitty,Physical
94652,Kricketot,Azumarill,Azumarill,Physical
94653,Venomoth,Seadra,Venomoth,Physical
94654,Snover,Gible,Snover,Physical
94655,Goodra,Lillipup,Goodra,Special
94656,Golisopod,Heat Rotom,Heat Rotom,Special
94657,Kecleon,Tangela,Tangela,Physical
94658,Chespin,Cramorant,Cramorant,Physical
94659,Bellsprout,Fearow,Fearow,Physical
94660,Stunky,Weedle,Stunky,Special
94661,Lurantis,Scizor,Scizor,Special
94662,Golisopod,Poochyena,Golisopod,Physical
94663,Seel,Gliscor,Gliscor,Physical
94664,Rolycoly,Monferno,Monferno,Physical
94665,Ambipom,Meowth,Ambipom,Physical
94666,Stoutland,Vanilluxe,Stoutland,Physical
94667,Trubbish,Dunsparce,Dunsparce,Special
94668,Darumaka,Sandslash,Sandslash,Physical
94669,Mega Absol,Cobalion,Mega Absol,Physical
94670,Fomantis,Lunala,Lunala,Physical
94671,Cubone,Ultra Necrozma,Cubone,Physical
94672,Marshtomp,Tyrantrum,Marshtomp,Physical
94673,Lunatone,Shiftry,Shiftry,Physical
94674,Spectrier,Sableye,Spectrier,Physical
94675,Lillipup,Pachirisu,Pachirisu,Physical
94676,Sandile,Trumbeak,Trumbeak,Physical
94677,Glastrier,Rotom,Glastrier,Physical
94678,Bonsly,Moltres,Bonsly,Physical
94679,Octillery,Falinks,Octillery,Special
94680,Liepard,Servine,Liepard,Physical
94681,Minun,Centiskorch,Centiskorch,Special
94682,Spewpa,Impidimp,Spewpa,Special
94683,Volcarona,Crawdaunt,Volcarona,Physical
94684,Manectric,Golduck,Manectric,Special
94685,Archen,Mega Mawile,Mega Mawile,Special
94686,Monferno,Barbaracle,Barbaracle,Physical
94687,Pawniard,Slowbro,Slowbro,Physical
94688,Honedge,Taillow,Honedge,Physical
94689,Druddigon,Shiinotic,Druddigon,Physical
94690,Panpour,Tsareena,Tsareena,Physical
94691,Unfezant,Karrablast,Unfezant,Special
94692,Jirachi,Zweilous,Jirachi,Physical
94693,Golem,Aggron,Golem,Physical
94694,Venusaur,Victini,Victini,Physical
94695,Pignite,Salazzle,Pignite,Special
94696,Greninja,Swoobat,Swoobat,Physical
94697,Purrloin,Audino,Audino,Physical
94698,Magmortar,Meowstic Male,Magmortar,Physical
94699,Chimecho,Prinplup,Chimecho,Special
94700,Cherubi,Ludicolo,Ludicolo,Physical
94701,Wigglytuff,Arrokuda,Wigglytuff,Special
94702,Happiny,Mothim,Mothim,Special
94703,Magneton,Florges,Magneton,Physical
94704,Magby,Clawitzer,Clawitzer,Physical
94705,Silvally,Dragonite,Dragonite,Special
94706,Spinda,Tapu Fini,Tapu Fini,Special
94707,Cloyster,Spoink,Cloyster,Special
94708,Clamperl,Delibird,Delibird,Physical
94709,Sharpedo,Flygon,Flygon,Physical
94710,Kubfu,Cosmog,Kubfu,Physical
94711,Gabite,Snom,Gabite,Physical
94712,Golett,Klink,Golett,Physical
94713,Gothitelle,Emboar,Emboar,Physical
94714,Magcargo,Diancie,Diancie,Physical
94715,Malamar,Morgrem,Malamar,Special
94716,Happiny,Marill,Marill,Physical
94717,Zarude,Alolan Raichu,Zarude,Physical
94718,Dodrio,Hoppip,Dodrio,Physical
94719,Machoke,Snorunt,Machoke,Physical
94720,Mega Scizor,Cherrim,Cherrim,Physical
94721,Groudon,Skorupi,Groudon,Physical
94722,Rowlet,Archeops,Rowlet,Physical
94723,Alolan Sandslash,Torchic,Alolan Sandslash,Special
94724,Copperajah,Venonat,Copperajah,Physical
94725,Whimsicott,Zubat,Whimsicott,Special
94726,Krabby,Wurmple,Krabby,Physical
94727,Hippopotas,Crobat,Hippopotas,Physical
94728,Floette,Mega Sableye,Mega Sableye,Special
94729,Ultra Necrozma,Bruxish,Bruxish,Physical
94730,Rapidash,Solosis,Rapidash,Physical
94731,Metagross,Froslass,Metagross,Physical
94732,Fearow,Regidrago,Regidrago,Physical
94733,Butterfree,Hawlucha,Butterfree,Physical
94734,Conkeldurr,Dragonite,Dragonite,Special
94735,Shroomish,Dugtrio,Dugtrio,Physical
94736,Pikachu,Bastiodon,Bastiodon,Special
94737,Herdier,Stoutland,Stoutland,Physical
94738,Grovyle,Victreebel,Victreebel,Special
94739,Rhyperior,Munna,Rhyperior,Physical
94740,Cottonee,Banette,Cottonee,Special
94741,Bisharp,Boltund,Bisharp,Physical
94742,Sandaconda,Corsola,Corsola,Physical
94743,Numel,Piplup,Piplup,Physical
94744,Corviknight,Ambipom,Corviknight,Physical
94745,Nidorina,Comfey,Nidorina,Special
94746,Conkeldurr,Binacle,Conkeldurr,Physical
94747,Mega Gallade,Oshawott,Mega Gallade,Physical
94748,Stantler,Xerneas,Xerneas,Physical
94749,Kartana,Hatterene,Hatterene,Special
94750,Tropius,Ampharos,Tropius,Special
94751,Appletun,Smoochum,Appletun,Physical
94752,Mega Swampert,Mega Camerupt,Mega Swampert,Physical
94753,Dusclops,Mawile,Mawile,Physical
94754,Deerling,Vigoroth,Vigoroth,Physical
94755,Garbodor,Eevee,Garbodor,Physical
94756,Clawitzer,Marowak,Marowak,Special
94757,Steenee,Togepi,Steenee,Physical
94758,Wartortle,Parasect,Parasect,Physical
94759,Magcargo,Carvanha,Magcargo,Special
94760,Xerneas,Butterfree,Xerneas,Special
94761,Caterpie,Golduck,Golduck,Physical
94762,Zarude,Eternatus Eternamax,Eternatus Eternamax,Physical
94763,Typhlosion,Decidueye,Decidueye,Physical
94764,Taillow,Octillery,Octillery,Physical
94765,Chespin,Necrozma,Necrozma,Special
94766,Carvanha,Shuckle,Shuckle,Physical
94767,Koffing,Sinistea,Koffing,Physical
94768,Zarude,Tynamo,Zarude,Physical
94769,Mega Garchomp,Porygon,Mega Garchomp,Physical
94770,Kingdra,Luxray,Luxray,Physical
94771,Melmetal,Dragalge,Melmetal,Special
94772,Pyukumuku,Scrafty,Scrafty,Physical
94773,Bewear,Mega Mewtwo X,Mega Mewtwo X,Special
94774,Frost Rotom,Rufflet,Frost Rotom,Special
94775,Salamence,Houndour,Salamence,Physical
94776,Porygon2,Heliolisk,Heliolisk,Special
94777,Mega Audino,Panpour,Mega Audino,Special
94778,Typhlosion,Mow Rotom,Typhlosion,Physical
94779,Combee,Spinda,Combee,Special
94780,Magmar,Squirtle,Magmar,Physical
94781,Eelektrik,Togepi,Eelektrik,Physical
94782,Relicanth,Mega Metagross,Relicanth,Physical
94783,Parasect,Celebi,Celebi,Special
94784,Swalot,Wimpod,Swalot,Physical
94785,Illumise,Heatran,Heatran,Physical
94786,Kingdra,Klink,Kingdra,Physical
94787,Shinx,Crobat,Shinx,Physical
94788,Kadabra,Victini,Victini,Physical
94789,Eelektross,Huntail,Eelektross,Physical
94790,Kakuna,Fearow,Fearow,Physical
94791,Xurkitree,Litwick,Litwick,Physical
94792,Grovyle,Hoopa Unbound,Hoopa Unbound,Physical
94793,Growlithe,Litten,Growlithe,Physical
94794,Alomomola,Weedle,Alomomola,Special
94795,Blissey,Glameow,Blissey,Special
94796,Mega Garchomp,Froslass,Mega Garchomp,Physical
94797,Phione,Dedenne,Phione,Special
94798,Togetic,Drowzee,Togetic,Physical
94799,Pikipek,Klefki,Klefki,Special
94800,Impidimp,Tapu Lele,Tapu Lele,Physical
94801,Politoed,Hatterene,Politoed,Special
94802,Toxicroak,Grotle,Toxicroak,Physical
94803,Indeedee Female,Snorlax,Snorlax,Physical
94804,Noctowl,Skuntank,Noctowl,Special
94805,Chespin,Roserade,Roserade,Physical
94806,Dewott,Lugia,Lugia,Physical
94807,Shuppet,Vespiquen,Shuppet,Physical
94808,Meganium,Dunsparce,Dunsparce,Physical
94809,Zekrom,Applin,Zekrom,Physical
94810,Mega Ampharos,Mandibuzz,Mega Ampharos,Physical
94811,Medicham,Kabutops,Kabutops,Physical
94812,Skiploom,Finneon,Skiploom,Physical
94813,Coalossal,Mega Gallade,Mega Gallade,Physical
94814,Meowstic Male,Charmeleon,Meowstic Male,Physical
94815,Toxel,Eelektrik,Eelektrik,Physical
94816,Furfrou,Calyrex,Furfrou,Physical
94817,Mankey,Simipour,Mankey,Physical
94818,Vibrava,Diancie,Diancie,Physical
94819,Turtonator,Chikorita,Turtonator,Special
94820,Noivern,Bellsprout,Noivern,Special
94821,Primal Groudon,Indeedee Male,Primal Groudon,Physical
94822,Mega Beedrill,Mega Scizor,Mega Scizor,Special
94823,Arceus,Goodra,Goodra,Special
94824,Furfrou,Tauros,Tauros,Physical
94825,Clefairy,Swanna,Swanna,Special
94826,Bayleef,Zebstrika,Bayleef,Special
94827,Archeops,Hawlucha,Hawlucha,Physical
94828,Chespin,Sunflora,Chespin,Physical
94829,Roggenrola,Trevenant,Trevenant,Physical
94830,Vileplume,Mega Gallade,Vileplume,Special
94831,Froslass,Ferrothorn,Ferrothorn,Physical
94832,Magikarp,Coalossal,Coalossal,Special
94833,Mega Metagross,Froakie,Mega Metagross,Physical
94834,Simisear,Fennekin,Simisear,Physical
94835,Bayleef,Finneon,Finneon,Special
94836,Beautifly,Drizzile,Drizzile,Physical
94837,Emboar,Meowstic Female,Emboar,Physical
94838,Corviknight,Braixen,Corviknight,Physical
94839,Alolan Meowth,Charmeleon,Charmeleon,Physical
94840,Azumarill,Squirtle,Squirtle,Physical
94841,Latias,Chingling,Latias,Physical
94842,Toucannon,Komala,Toucannon,Physical
94843,Sigilyph,Spheal,Sigilyph,Special
94844,Dustox,Drakloak,Dustox,Physical
94845,Geodude,Krookodile,Krookodile,Physical
94846,Runerigus,Bulbasaur,Runerigus,Physical
94847,Vileplume,Copperajah,Copperajah,Physical
94848,Scorbunny,Corsola,Corsola,Physical
94849,Bruxish,Alolan Vulpix,Bruxish,Special
94850,Mega Gardevoir,Dartrix,Dartrix,Physical
94851,Vullaby,Cubone,Cubone,Physical
94852,Hippopotas,Cacnea,Cacnea,Physical
94853,Mega Alakazam,Mudbray,Mega Alakazam,Physical
94854,Tranquill,Houndoom,Tranquill,Physical
94855,Spearow,Wigglytuff,Wigglytuff,Physical
94856,Alolan Marowak,Bastiodon,Alolan Marowak,Special
94857,Serperior,Garbodor,Garbodor,Physical
94858,Vanilluxe,Orbeetle,Vanilluxe,Special
94859,Pawniard,Binacle,Pawniard,Physical
94860,Paras,Skarmory,Skarmory,Special
94861,Tynamo,Altaria,Altaria,Physical
94862,Gible,Trapinch,Trapinch,Physical
94863,Floatzel,Beldum,Beldum,Physical
94864,Swoobat,Leavanny,Swoobat,Physical
94865,Magneton,Malamar,Magneton,Special
94866,Pawniard,Regidrago,Regidrago,Physical
94867,Lombre,Crabominable,Crabominable,Physical
94868,Cherubi,Mew,Mew,Physical
94869,Shiftry,Articuno,Articuno,Physical
94870,Noibat,Rayquaza,Rayquaza,Special
94871,Alomomola,Wailord,Alomomola,Physical
94872,Taillow,Hippowdon,Hippowdon,Physical
94873,Hypno,Pansear,Hypno,Special
94874,Perrserker,Treecko,Treecko,Physical
94875,Florges,Seviper,Florges,Physical
94876,Zangoose,Nincada,Nincada,Physical
94877,Mega Pidgeot,Obstagoon,Obstagoon,Physical
94878,Celebi,Centiskorch,Celebi,Physical
94879,Hypno,Larvitar,Hypno,Special
94880,Piloswine,Beldum,Beldum,Physical
94881,Hitmonchan,Bunnelby,Hitmonchan,Physical
94882,Slowpoke,Alolan Diglett,Slowpoke,Special
94883,Froslass,Gyarados,Gyarados,Special
94884,Druddigon,Swoobat,Swoobat,Physical
94885,Pupitar,Black Kyurem,Black Kyurem,Physical
94886,Mawile,Poochyena,Mawile,Special
94887,Vaporeon,Obstagoon,Obstagoon,Physical
94888,Eldegoss,Popplio,Eldegoss,Special
94889,Herdier,Munchlax,Munchlax,Special
94890,Dracozolt,Shinx,Dracozolt,Special
94891,Anorith,Luvdisc,Anorith,Physical
94892,Lilligant,Castform,Castform,Special
94893,Regirock,Oranguru,Regirock,Physical
94894,Cubone,Weavile,Cubone,Physical
94895,Eelektross,Hattrem,Eelektross,Physical
94896,Beartic,Fearow,Beartic,Physical
94897,Jynx,Cleffa,Jynx,Physical
94898,Nidorina,Croconaw,Nidorina,Physical
94899,Mega Venusaur,Bellossom,Mega Venusaur,Physical
94900,Blacephalon,Gossifleur,Blacephalon,Special
94901,Eelektross,Diggersby,Eelektross,Physical
94902,Shelgon,Roselia,Shelgon,Physical
94903,Donphan,Hawlucha,Donphan,Physical
94904,Stonjourner,Alolan Dugtrio,Alolan Dugtrio,Physical
94905,Corvisquire,Ekans,Corvisquire,Physical
94906,Vaporeon,Clawitzer,Vaporeon,Special
94907,Dragalge,Loudred,Loudred,Physical
94908,Durant,Tyrunt,Tyrunt,Special
94909,Loudred,Prinplup,Prinplup,Physical
94910,Cryogonal,Skitty,Cryogonal,Physical
94911,Pinsir,Mega Slowbro,Mega Slowbro,Special
94912,Snorunt,Mandibuzz,Mandibuzz,Physical
94913,Durant,Regieleki,Regieleki,Physical
94914,Drakloak,Yamask,Drakloak,Physical
94915,Alolan Geodude,Spinarak,Alolan Geodude,Physical
94916,Carbink,Trumbeak,Trumbeak,Physical
94917,Garbodor,Grookey,Garbodor,Physical
94918,Cyndaquil,Regieleki,Regieleki,Physical
94919,Corphish,Araquanid,Araquanid,Physical
94920,Wailmer,Zigzagoon,Wailmer,Physical
94921,Alolan Geodude,Chimchar,Chimchar,Physical
94922,Heracross,Mega Audino,Heracross,Physical
94923,Swirlix,Meowstic Male,Meowstic Male,Physical
94924,Cinderace,Leavanny,Cinderace,Physical
94925,Mega Abomasnow,Mega Alakazam,Mega Abomasnow,Physical
94926,Skiddo,Gulpin,Gulpin,Special
94927,Meowth,Cleffa,Meowth,Physical
94928,Tapu Fini,Cascoon,Tapu Fini,Physical
94929,Elgyem,Hatterene,Hatterene,Special
